0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,255,255
255,255,255
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
255,255,255
255,255,255
255,0,0
255,0,0
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,130,0
0,130,0
0,130,0
0,0,0
255,255,255
255,255,255
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,130,0
0,130,0
0,0,0
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
0,0,0
0,130,0
0,0,0
255,0,0
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
0,0,0
0,0,0
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
255,255,255
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,0,0
255,0,0
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
255,255,255
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,0,0
255,255,255
255,255,255
255,0,0
0,0,0
0,0,0
255,0,0
255,0,0
255,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,0,0
255,0,0
255,0,0
0,0,0
0,130,0
0,0,0
0,0,0
0,0,0
255,168,134
255,168,134
0,0,0
255,168,134
255,168,134
0,0,0
255,168,134
255,168,134
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,0,0
255,168,134
255,168,134
255,168,134
0,0,0
255,168,134
255,168,134
0,0,0
255,168,134
255,168,134
255,168,134
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
255,168,134
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
