0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
165,80,40
165,80,40
165,80,40
165,80,40
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
0,0,0
0,0,0
165,106,40
165,106,40
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
255,255,255
0,0,0
206,143,40
206,143,40
0,0,0
255,255,255
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
165,80,40
255,255,255
255,255,255
0,0,0
0,0,0
255,255,255
255,255,255
165,80,40
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
165,80,40
165,80,40
255,255,255
0,0,0
206,143,40
206,143,40
0,0,0
255,255,255
165,80,40
165,80,40
0,0,0
0,0,0
0,130,0
0,0,0
165,80,40
165,80,40
206,143,40
165,80,40
255,255,255
0,0,0
165,106,40
165,106,40
0,0,0
255,255,255
165,80,40
206,143,40
165,80,40
165,80,40
0,0,0
0,0,0
165,80,40
165,80,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,106,40
165,80,40
165,80,40
0,0,0
0,0,0
165,80,40
165,80,40
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
165,80,40
165,80,40
0,0,0
0,130,0
0,0,0
165,80,40
255,255,255
165,80,40
165,80,40
165,106,40
165,106,40
165,106,40
165,106,40
165,80,40
165,80,40
255,255,255
165,80,40
0,0,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
220,170,40
220,170,40
220,170,40
220,170,40
220,170,40
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,0,0
0,0,0
220,120,40
220,140,40
220,170,40
220,170,40
220,170,40
220,170,40
220,140,40
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,0,0
165,106,40
165,80,40
0,0,0
220,120,40
220,140,40
220,140,40
220,140,40
220,140,40
0,0,0
165,80,40
165,80,40
165,106,40
195,185,40
0,0,0
0,0,0
195,185,40
165,106,40
165,80,40
165,80,40
0,0,0
220,120,40
220,120,40
220,120,40
220,120,40
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
0,130,0
